calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,alcohol,ash,caffeine,theobromine,water
857,94.0,45.0,110.0,5.0,0.0,0.0,0.0,1.249,0.0,0.065,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.0,0.0,0.0,0.0,1.0,0.009,0.09,1.0,0.001,19.0,31.0,8.0,0.18,1.76,0.104,0.182,0.163,0.015,0.273,0.08,0.02,0.0,0.046,0.123,0.146,0.026,0.066,0.067,0.072,0.058,0.006,0.029,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.16,45.23,37.22,7.28,0.0,0.1,0.0,0.0,4.09
17,0.2,0.1,0.0,13.0,6.8,17.0,0.0,0.15,0.114,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,15.1,0.0,0.0,0.3,17.0,0.101,0.15,9.0,0.033,24.0,285.0,0.7,0.13,0.67,0.021,0.039,0.046,0.005,0.126,0.021,0.013,0.0,0.029,0.035,0.033,0.006,0.022,0.017,0.02,0.028,0.004,0.013,0.031,3.43,1.6,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.073,0.04,0.108,0.0,0.62,0.0,0.0,95.04
63,0.8,0.0,0.0,61.0,0.0,0.0,0.0,2.7,0.0,0.13,0.1,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,3.5,0.0,0.0,81.8
164,5.8,2.3,109.0,91.0,0.0,17.0,0.0,8.24,1.19,0.33,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.3,0.0,0.0,0.5,0.0,27.0,0.146,1.16,27.0,0.03,226.0,356.0,11.3,4.32,26.13,1.554,1.537,2.254,0.295,4.133,1.343,0.949,0.0,1.287,2.08,2.153,0.61,1.055,1.091,0.98,1.142,0.265,0.833,1.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,2.31,2.16,0.43,0.0,1.47,0.0,0.0,66.47
201,5.3,1.5,155.0,90.0,0.0,19.0,0.0,10.71,1.39,0.33,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.3,0.0,0.0,0.47,0.0,30.0,0.135,1.41,30.0,0.038,276.0,347.0,15.3,6.24,35.73,2.125,2.101,3.082,0.403,5.651,1.836,1.297,0.0,1.76,2.844,2.944,0.834,1.442,1.492,1.339,1.561,0.362,1.139,1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,1.49,1.9,0.48,0.0,1.31,0.0,0.0,58.2
198,9.5,3.4,79.0,86.0,139.0,6.0,0.0,7.483,0.535,0.312,0.068,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.64,0.0,45.0,0.39,1.5,17.0,0.119,0.82,32.0,0.015,208.0,229.0,24.4,1.81,28.04,1.668,1.649,2.419,0.316,4.435,1.441,1.018,0.142,1.381,2.231,2.311,0.654,1.131,1.171,1.051,1.225,0.284,0.894,1.55,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,3.378,4.246,0.465,0.0,1.03,0.0,0.0,61.41
472,18.0,3.8,0.0,483.0,0.0,66.0,0.0,2.8,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,5.0,0.0,109.0,73.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,2.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,17.5,3.8,5.2,0.5,0.0,0.0,0.0,0.0,2.2
65,2.8,0.8,0.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,0.8,0.81,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.806,0.403,1.21,0.0,0.72,0.0,0.0,87.2
387,1.9,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,359.0,0.0,0.0,9.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,7.5,13.19,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.2,0.3,0.0,3.79,0.0,0.0,1.89
192,11.0,4.4,71.0,34.0,0.0,0.0,0.0,3.308,0.101,0.153,0.02,27.0,8.0,0.0,0.0,0.0,0.0,0.96,0.134,0.0,2.0,0.4,0.0,4.0,0.1,1.27,15.0,0.002,122.0,162.0,6.8,3.38,22.6,1.123,1.521,0.0,0.296,3.157,0.966,0.479,0.0,1.012,1.745,1.973,0.737,0.89,0.724,0.77,1.078,0.25,0.783,1.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34,4.378,2.769,0.489,0.0,1.38,0.0,0.0,66.59
129,0.8,0.1,0.0,6.0,0.0,75.0,0.0,0.546,0.222,0.062,0.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,1.2,0.0,0.0,0.0,63.0,0.115,1.08,56.0,0.382,102.0,370.0,1.2,0.64,7.05,0.296,0.437,0.853,0.077,1.075,0.275,0.196,0.0,0.311,0.563,0.484,0.106,0.381,0.299,0.384,0.297,0.083,0.199,0.369,24.02,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.083,0.052,0.453,0.0,1.61,0.0,0.0,66.57
128,0.1,0.0,0.0,8.0,0.0,121.0,0.0,0.717,0.43,0.064,0.115,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,28.0,0.298,2.0,52.0,0.573,168.0,532.0,1.2,1.77,7.52,0.439,0.486,0.891,0.07,1.173,0.286,0.198,0.0,0.3,0.632,0.567,0.079,0.398,0.331,0.369,0.255,0.072,0.224,0.387,24.77,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.036,0.009,0.021,0.0,1.33,0.0,0.0,66.29
167,8.4,2.8,41.0,1068.0,81.8,5.0,0.0,5.032,0.625,0.251,0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.4,0.0,30.0,0.25,0.0,7.0,0.078,1.07,20.0,0.026,221.0,351.0,26.6,2.32,20.94,1.195,1.296,1.933,0.247,3.092,1.025,0.827,0.0,0.901,1.628,1.799,0.546,0.807,0.891,0.814,0.934,0.237,0.686,0.938,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,2.81,4.06,0.9,0.0,3.63,0.0,0.0,66.52
265,11.0,4.3,26.0,492.0,0.0,0.0,0.0,3.767,0.483,0.28,0.373,315.0,65.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.81,7.1,201.0,0.121,2.3,27.0,0.316,215.0,173.0,30.9,1.57,12.93,0.403,0.52,0.842,0.463,3.689,0.384,0.342,0.0,0.515,1.066,0.795,0.275,0.661,1.026,0.751,0.369,0.11,0.456,0.64,29.03,1.5,3.39,0.97,0.13,0.86,0.07,1.35,0.0,10.81,4.314,3.151,1.756,0.0,2.25,0.0,0.0,44.98
40,0.8,0.4,4.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,56.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.397,0.397,0.0,0.0,1.38,0.0,0.0,89.1
713,80.0,14.0,0.0,28.0,12.4,1.0,0.0,0.0,0.0,0.0,0.0,3577.0,819.0,0.0,610.0,0.0,0.0,0.08,0.0,0.1,0.0,15.43,91.7,3.0,0.0,0.0,1.0,0.0,5.0,17.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.17,14.224,36.435,26.741,0.0,1.78,0.0,0.0,17.07
73,4.8,0.8,4.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,2.4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,4.84,0.806,2.823,1.21,0.0,2.7,0.0,0.0,84.4
255,1.9,0.3,0.0,324.0,15.7,67.0,40.0,3.505,0.325,0.307,0.374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.103,0.0,0.0,0.0,0.0,213.0,0.254,3.29,48.0,0.823,162.0,169.0,27.7,1.05,9.9,0.384,0.479,0.597,0.216,2.903,0.4,0.22,0.0,0.393,0.706,0.317,0.171,0.488,0.924,0.472,0.303,0.128,0.305,0.458,50.3,3.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.25,0.899,0.608,0.0,2.7,0.0,0.0,35.0
564,61.0,11.0,49.0,1103.0,20.6,4.0,0.0,0.0,0.0,0.0,0.0,38.0,10.0,1.0,2.0,1.0,29.0,0.12,0.07,0.6,4.0,4.23,125.2,22.0,0.01,0.35,2.0,0.0,26.0,176.0,1.6,0.18,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,61.4,10.527,14.84,32.972,0.0,2.0,0.0,0.0,31.9
175,20.0,2.9,0.0,733.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,3577.0,819.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,70.9,0.0,0.0,0.0,1.0,0.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,2.87,7.48,8.04,0.0,1.3,0.0,0.0,78.8
136,2.0,0.7,70.0,114.0,76.4,9.0,0.0,11.75,1.035,0.19,0.043,9.0,3.0,0.0,0.0,0.0,7.0,1.76,0.83,0.0,10.0,0.06,0.0,14.0,0.06,0.97,28.0,0.005,253.0,297.0,30.7,1.52,29.51,1.781,1.878,2.786,0.283,4.528,1.378,0.904,0.0,1.058,2.442,3.042,0.823,1.068,1.425,1.249,1.285,0.364,1.013,1.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.66,0.64,0.67,0.0,1.25,0.0,0.0,67.53
113,3.5,1.1,75.0,84.0,0.0,15.0,0.0,7.458,1.291,0.268,0.079,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.437,0.0,0.0,0.0,0.0,20.0,0.074,0.76,21.0,0.009,191.0,314.0,7.9,3.99,19.15,1.14,1.127,1.65,0.217,3.03,0.983,0.695,0.0,0.943,1.522,1.578,0.447,0.772,0.799,0.717,0.836,0.193,0.61,1.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,1.06,1.257,0.363,0.0,1.04,0.0,0.0,76.92
106,2.6,1.3,7.0,215.0,0.0,20.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,62.0,0.0,1.2,0.0,0.0,25.0,209.0,0.0,0.2,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,2.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.3,0.3,0.1,0.0,1.4,0.0,0.0,75.0
452,25.0,13.0,19.0,326.0,29.1,65.0,37.0,1.59,0.126,0.125,0.163,16.0,4.0,1.0,2.0,1.0,24.0,0.1,0.024,1.3,0.0,2.02,7.9,24.0,0.26,4.0,30.0,0.64,210.0,201.0,6.8,0.98,4.93,0.177,0.232,0.343,0.098,1.23,0.171,0.111,0.0,0.208,0.366,0.231,0.079,0.223,0.427,0.244,0.17,0.061,0.13,0.24,51.33,1.9,26.65,0.0,0.0,0.0,0.0,0.0,0.0,25.25,13.47,8.618,1.96,0.0,1.73,2.0,53.0,16.76
40,0.0,0.0,0.0,4.0,0.4,1.0,0.0,0.016,0.013,0.021,0.006,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.006,3.9,0.0,0.01,0.0,4.0,0.021,0.16,2.0,0.005,2.0,15.0,0.1,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,0.0,9.98,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.006,0.002,0.013,0.0,0.12,0.0,0.0,89.35
884,100.0,15.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,183.9,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.34,21.701,58.208,0.0,0.0,0.0,0.0,0.0
272,17.0,2.5,0.0,566.0,17.8,12.0,0.0,1.838,0.38,0.038,0.137,2.0,0.0,0.0,1.0,0.0,18.0,0.0,0.186,5.4,0.0,2.62,9.9,19.0,0.1,0.6,21.0,0.158,98.0,355.0,0.4,0.36,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.88,2.7,0.56,0.24,0.0,0.31,0.0,0.0,0.0,17.04,2.54,7.827,5.665,0.0,2.23,0.0,0.0,49.27
90,0.2,0.1,0.0,36.0,13.1,6.0,0.0,1.487,0.884,0.106,0.107,19218.0,961.0,43.0,11509.0,0.0,0.0,0.0,0.286,19.6,0.0,0.71,2.3,38.0,0.161,0.69,27.0,0.497,54.0,475.0,0.2,0.32,2.01,0.099,0.07,0.488,0.028,0.198,0.081,0.039,0.0,0.07,0.118,0.084,0.037,0.114,0.067,0.113,0.107,0.04,0.044,0.11,20.71,3.3,6.48,0.5,0.0,0.57,0.0,3.12,2.28,0.15,0.052,0.002,0.092,0.0,1.35,0.0,0.0,75.78
326,11.0,2.2,43.0,302.0,0.0,33.0,22.0,1.446,0.268,0.2,0.172,493.0,106.0,0.0,102.0,0.0,0.0,0.1,0.15,1.7,0.0,0.0,0.0,21.0,0.072,1.4,14.0,0.209,58.0,134.0,12.1,0.35,4.3,0.17,0.199,0.281,0.09,1.113,0.149,0.113,0.0,0.182,0.327,0.18,0.094,0.218,0.384,0.247,0.15,0.053,0.148,0.209,54.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2.237,4.48,3.13,0.0,1.0,0.0,0.0,29.2
22,0.5,0.1,0.0,230.0,14.7,28.0,0.0,0.206,0.2,0.046,0.016,353.0,18.0,156.0,122.0,24.0,452.0,0.0,0.03,2.8,0.0,0.03,38.9,38.0,0.034,1.06,13.0,0.163,20.0,96.0,0.4,0.2,1.12,0.051,0.045,0.156,0.011,0.115,0.04,0.021,0.0,0.04,0.069,0.054,0.013,0.041,0.042,0.061,0.048,0.012,0.026,0.055,4.32,1.9,0.78,0.33,0.0,0.29,0.0,0.0,0.16,0.46,0.103,0.019,0.234,0.0,0.73,0.0,0.0,93.38
208,9.8,3.1,85.0,77.0,70.8,9.0,0.0,3.561,1.205,0.241,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.33,0.0,4.0,0.62,0.0,32.0,0.154,2.3,23.0,0.023,199.0,280.0,37.8,4.27,27.87,1.756,1.956,2.695,0.3,4.486,1.559,0.85,0.0,1.417,2.187,2.571,0.793,1.096,1.242,1.233,1.225,0.311,1.074,1.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82,3.06,2.87,2.72,0.0,0.99,0.0,0.0,61.19
124,1.1,0.2,0.0,231.0,0.0,28.0,0.0,0.46,0.0,0.016,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,57.0,0.272,1.5,30.0,0.384,121.0,277.0,1.6,0.75,7.98,0.362,0.437,0.999,0.075,1.282,0.323,0.219,0.0,0.377,0.677,0.558,0.104,0.471,0.456,0.5,0.293,0.095,0.189,0.46,21.49,5.5,3.8,0.1,0.0,0.23,0.0,0.0,3.47,1.05,0.181,0.029,0.193,0.0,1.36,0.0,0.0,68.11
476,23.0,4.0,5.0,1454.0,0.0,119.0,0.0,4.2,0.0,0.31,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,14.0,0.0,265.0,93.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3,2.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,22.5,4.0,5.0,11.9,0.0,0.0,0.0,0.0,2.4
449,18.0,2.7,0.0,273.0,12.0,46.0,39.0,3.236,0.285,0.211,0.46,8.0,1.0,0.0,3.0,18.0,49.0,0.0,0.026,0.3,0.0,1.52,7.0,54.0,0.151,4.07,17.0,0.64,122.0,175.0,4.4,0.49,4.8,0.196,0.28,0.345,0.129,1.287,0.21,0.112,0.0,0.174,0.337,0.185,0.093,0.23,0.383,0.25,0.137,0.077,0.157,0.232,69.9,2.9,31.65,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.693,7.55,6.784,0.0,0.7,0.0,0.0,6.5
7,0.0,0.0,0.0,231.0,3.1,3.0,0.0,0.686,0.012,0.014,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.006,0.4,0.0,0.01,0.0,8.0,0.035,0.26,1.0,0.062,18.0,85.0,0.0,0.08,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,97.32
71,1.0,0.2,0.0,231.0,0.0,30.0,0.0,1.012,0.0,0.04,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,24.0,0.108,1.09,18.0,0.222,65.0,105.0,0.0,0.68,4.33,0.35,0.18,0.304,0.067,0.857,0.157,0.117,0.0,0.137,0.54,0.407,0.1,0.201,0.544,0.241,0.13,0.04,0.167,0.204,11.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.17,0.085,0.449,0.0,1.01,0.0,0.0,81.89
63,1.5,0.2,0.0,53.0,23.6,11.0,0.0,0.513,0.089,0.262,0.022,235.0,70.0,0.0,2.0,0.0,0.0,0.7,0.077,1.7,40.0,0.11,3.0,126.0,0.206,0.48,15.0,0.0,51.0,143.0,4.8,0.34,2.26,0.073,0.131,0.201,0.0,0.34,0.072,0.043,0.0,0.08,0.13,0.092,0.019,0.079,0.103,0.098,0.075,0.027,0.062,0.081,9.95,0.4,7.86,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.24,0.379,0.836,0.0,0.65,2.0,23.0,85.61
183,4.5,0.9,36.0,446.0,39.8,71.0,0.0,12.857,0.708,0.469,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.536,0.0,5.0,1.35,34.8,0.0,0.449,1.29,43.0,0.576,286.0,1062.0,31.3,2.41,21.43,0.79,0.922,1.703,0.214,2.268,0.635,0.393,0.0,0.628,1.092,1.136,0.337,0.546,0.618,0.614,0.648,0.176,0.469,0.689,14.25,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.81,4.46,0.893,1.797,1.526,0.0,3.85,0.0,0.0,56.01
56,2.4,0.8,4.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,1.6,0.81,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.806,0.403,1.21,0.0,3.62,0.0,0.0,85.9
56,1.2,0.8,4.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,573.0,0.0,8.47,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.8,2.42,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.806,0.0,0.0,0.0,1.0,0.0,0.0,86.6
18,0.4,0.1,0.0,3.0,20.9,135.0,0.0,1.038,0.158,0.103,0.065,806.0,40.0,0.0,483.0,0.0,618.0,0.0,0.02,24.4,0.0,1.2,80.0,18.0,0.105,0.56,10.0,0.14,49.0,172.0,3.9,0.41,2.95,0.139,0.138,0.342,0.035,0.483,0.096,0.046,0.0,0.109,0.128,0.14,0.028,0.07,0.157,0.112,0.082,0.029,0.047,0.114,1.92,1.6,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.096,0.013,0.185,0.0,0.61,0.0,0.0,94.1
452,15.0,3.5,1.0,823.0,0.0,165.0,0.0,5.7,0.0,0.41,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,137.0,0.0,4.4,19.0,0.0,104.0,117.0,0.0,0.6,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,14.6,3.5,4.0,6.5,0.0,0.0,0.0,0.0,2.3
389,2.3,0.1,0.0,13.0,11.5,16.0,0.0,28.767,0.635,2.267,1.563,13.0,1.0,0.0,6.0,4.0,45.0,0.0,1.8,1.3,0.0,10.33,1.3,535.0,0.213,24.74,60.0,1.646,448.0,196.0,6.2,17.46,6.19,0.239,0.357,0.404,0.087,1.047,0.209,0.121,0.0,0.183,0.368,0.156,0.104,0.248,0.36,0.239,0.156,0.058,0.205,0.256,85.79,3.8,17.84,1.81,0.0,1.13,0.0,0.0,14.9,2.3,0.143,0.306,0.527,0.0,2.11,0.0,0.0,3.62
222,8.3,4.0,23.0,587.0,0.0,15.0,0.0,0.3,0.0,0.1,0.1,848.0,0.0,0.0,0.0,0.0,0.0,0.4,0.05,5.0,0.0,0.0,0.0,182.0,0.0,1.3,0.0,0.0,115.0,167.0,0.0,0.7,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,3.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,8.3,4.0,2.3,1.0,0.0,2.8,0.0,0.0,51.6
53,0.8,0.4,4.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,1.2,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.408,0.0,0.0,0.0,1.4,0.0,0.0,86.4
267,3.6,0.8,1.0,298.0,14.6,111.0,86.0,3.969,0.39,0.341,0.472,1.0,0.0,0.0,0.0,0.0,44.0,0.03,0.064,0.0,0.0,0.22,3.1,108.0,0.126,3.03,24.0,0.383,94.0,119.0,22.6,0.62,8.2,0.281,0.315,0.409,0.174,2.657,0.294,0.178,0.0,0.322,0.58,0.223,0.144,0.404,0.882,0.4,0.243,0.096,0.237,0.361,49.6,2.3,4.31,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.811,1.612,0.744,0.0,1.9,0.0,0.0,36.7
71,1.4,0.2,0.0,185.0,16.3,36.0,0.0,0.883,0.355,0.016,0.015,1.0,0.0,0.0,1.0,1.0,40.0,0.0,0.065,2.1,0.0,0.07,0.0,3.0,0.031,0.28,13.0,0.066,46.0,142.0,0.7,0.31,2.32,0.188,0.097,0.163,0.036,0.459,0.084,0.063,0.0,0.074,0.289,0.218,0.054,0.108,0.291,0.129,0.07,0.021,0.09,0.109,15.06,2.3,2.42,0.55,0.36,0.83,0.0,0.22,0.45,1.37,0.161,0.223,0.415,0.0,0.86,0.0,0.0,80.38
500,25.0,5.8,4.0,866.0,0.0,130.0,0.0,4.5,0.0,0.35,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,4.0,16.0,0.0,67.0,109.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,2.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.8,6.2,11.9,0.0,0.0,0.0,0.0,2.3
